订单编号,单据编号,单据类型,商品编号,商户订单号,商品名称,费用发生时间,费用计费时间,费用结算时间,费用项,金额,币种,商家应收/应付,钱包结算备注,店铺号,京东门店编号,品牌门店编号,门店名称,备注,收支方向,账单日期,商品数量
="3428477008068453",="50700126030618735139335407",非销售单,="0",="202603070000011463290270031",,2026-03-05 16:48:18,2026-03-06 14:44:53,2026-03-07 12:03:21,运费保险服务费,-0.38,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD60773428477008068453,支出,20260306,0
="3429412001742912",="50700126030618735749587607",订单,="0",="202603070000011463290270031",,2026-03-06 10:45:03,2026-03-06 15:11:10,2026-03-07 12:03:21,商品保险服务费,-0.92,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD50333429412001742912,支出,20260306,0
="3429215015906043",="50700126030618735767596807",订单,="0",="202603070000011463290270031",,2026-03-06 12:13:30,2026-03-06 15:12:03,2026-03-07 12:03:21,商品保险服务费,-4.74,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD50133429215015906043,支出,20260306,0
="3422498003156880",="10100126030618732261107607",订单,="10209193916961",="202603070000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-02-27 00:47:44,2026-02-27 00:51:05,2026-03-07 12:03:21,货款,949.00,CNY,应收,2026年3月6日商家结算款,21796493,,,,,收入,20260306,1
="3423449012844410",="10100126030618732523980207",订单,="10179244273654",="202603070000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-02-28 13:03:47,2026-02-28 13:08:09,2026-03-07 12:03:21,货款,880.00,CNY,应收,2026年3月6日商家结算款,21796493,,,,,收入,20260306,1
="3422498003156880",="50700126030618733151261607",订单,="0",="202603070000011463290270031",,2026-02-27 00:47:44,2026-03-06 13:30:34,2026-03-07 12:03:21,商品保险服务费,-5.69,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD60963422498003156880,支出,20260306,0
="3429243009309500",="50700126030618736203613407",非销售单,="0",="202603070000011463290270031",,2026-03-06 15:13:36,2026-03-06 15:31:53,2026-03-07 12:03:21,运费保险服务费,-4.19,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD59993429243009309500,支出,20260306,0
="3429243009309500",="50700126030618736233321907",订单,="0",="202603070000011463290270031",,2026-03-06 15:13:36,2026-03-06 15:33:16,2026-03-07 12:03:21,商品保险服务费,-2.94,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD50133429243009309500,支出,20260306,0
="3423464012820229",="10100126030618742005678007",订单,="10209193916961",="202603070000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-02-28 08:51:46,2026-02-28 08:55:18,2026-03-07 12:03:21,交易服务费,-11.51,CNY,应付,2026年3月6日商家结算款,21796493,,,,,支出,20260306,2
="3428477008068453",="50700126030618735150182107",订单,="0",="202603070000011463290270031",,2026-03-05 16:48:18,2026-03-06 14:44:56,2026-03-07 12:03:21,商品保险服务费,-2.67,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD50133428477008068453,支出,20260306,0
="3422498003156880",="10100126030618732261107707",订单,="10209193916961",="202603070000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-02-27 00:47:44,2026-02-27 00:51:05,2026-03-07 12:03:21,佣金,-23.72,CNY,应付,2026年3月6日商家结算款,21796493,,,,,支出,20260306,1
="3423449012844410",="10100126030618732523980307",订单,="10179244273654",="202603070000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-02-28 13:03:47,2026-02-28 13:08:09,2026-03-07 12:03:21,佣金,-70.40,CNY,应付,2026年3月6日商家结算款,21796493,,,,,支出,20260306,1
="3429412001742912",="50700126030618735750324007",非销售单,="0",="202603070000011463290270031",,2026-03-06 10:45:03,2026-03-06 15:11:31,2026-03-07 12:03:21,运费保险服务费,-0.83,CNY,应付,2026年3月6日商家结算款,21796493,,,,JD59993429412001742912,支出,20260306,0
="3422498003156880",="32100126030618731333288407",非销售单,="10209193916961",="202603070000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 12:44:56,2026-03-06 12:45:06,2026-03-07 12:03:21,随单送的京豆,-0.47,CNY,应付,2026年3月6日商家结算款,21796493,,,,,支出,20260306,0
="3429420000166856",="50700126030718751563340807",订单,="0",="202603080000011463290270031",,2026-03-06 16:57:38,2026-03-07 10:18:33,2026-03-08 08:34:42,商品保险服务费,-4.74,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD50133429420000166856,支出,20260307,0
="3429420000166856",="50700126030718751559766907",订单,="0",="202603080000011463290270031",,2026-03-06 16:57:38,2026-03-07 10:18:32,2026-03-08 08:34:42,商品保险服务费,-0.92,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD50333429420000166856,支出,20260307,0
="3425494010209815",="10100126030718752880430707",订单,="10209193916961",="202603080000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-02 10:48:07,2026-03-02 10:51:13,2026-03-08 08:34:42,货款,949.00,CNY,应收,2026年3月7日商家结算款,21796493,,,,,收入,20260307,1
="3425494010209815",="10100126030718752880430807",订单,="10209193916961",="202603080000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-02 10:48:07,2026-03-02 10:51:13,2026-03-08 08:34:42,佣金,-23.72,CNY,应付,2026年3月7日商家结算款,21796493,,,,,支出,20260307,1
="3429420000166856",="50700126030718751560255507",非销售单,="0",="202603080000011463290270031",,2026-03-06 16:57:38,2026-03-07 10:18:33,2026-03-08 08:34:42,运费保险服务费,-1.10,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD59993429420000166856,支出,20260307,0
="3429449009167356",="50700126030718751372095007",非销售单,="0",="202603080000011463290270031",,2026-03-06 08:52:10,2026-03-07 10:08:35,2026-03-08 08:34:42,运费保险服务费,-0.42,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD60773429449009167356,支出,20260307,0
="3429449009159582",="50700126030718751368213507",非销售单,="0",="202603080000011463290270031",,2026-03-06 08:51:15,2026-03-07 10:08:34,2026-03-08 08:34:42,运费保险服务费,-0.42,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD60773429449009159582,支出,20260307,0
="3429420000166856",="50700126030718751558463807",非销售单,="0",="202603080000011463290270031",,2026-03-06 16:57:38,2026-03-07 10:18:33,2026-03-08 08:34:42,运费保险服务费,-0.33,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD60773429420000166856,支出,20260307,0
="3425494010209815",="10100126030718752880430907",订单,="10209193916961",="202603080000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-02 10:48:07,2026-03-02 10:51:13,2026-03-08 08:34:42,交易服务费,-5.69,CNY,应付,2026年3月7日商家结算款,21796493,,,,,支出,20260307,1
="3427238009158193",="50700126030718750998858007",非销售单,="0",="202603080000011463290270031",,2026-03-04 16:32:49,2026-03-07 09:49:25,2026-03-08 08:34:42,运费保险服务费,-0.18,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD60773427238009158193,支出,20260307,0
="3425494010209815",="32100126030718752698725607",非销售单,="10209193916961",="202603080000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-07 11:03:08,2026-03-07 11:03:36,2026-03-08 08:34:42,随单送的京豆,-0.47,CNY,应付,2026年3月7日商家结算款,21796493,,,,,支出,20260307,0
="3427238009158193",="50700126030718751005128907",非销售单,="0",="202603080000011463290270031",,2026-03-04 16:32:49,2026-03-07 09:49:24,2026-03-08 08:34:42,运费保险服务费,-0.59,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD59993427238009158193,支出,20260307,0
="3425494010209815",="50700126030718752741079207",订单,="0",="202603080000011463290270031",,2026-03-02 10:48:07,2026-03-07 11:04:38,2026-03-08 08:34:42,商品保险服务费,-5.69,CNY,应付,2026年3月7日商家结算款,21796493,,,,JD60963425494010209815,支出,20260307,0
="3425437008490625",="10100126030818791023301007",订单,="10209193916961",="202603090000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-02 11:56:23,2026-03-02 11:59:30,2026-03-09 08:41:56,货款,949.00,CNY,应收,2026年3月8日商家结算款,21796493,,,,,收入,20260308,1
="3425437008490625",="10100126030818791023301207",订单,="10209193916961",="202603090000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-02 11:56:23,2026-03-02 11:59:30,2026-03-09 08:41:56,交易服务费,-5.69,CNY,应付,2026年3月8日商家结算款,21796493,,,,,支出,20260308,1
="3425437008490625",="50700126030818790937982107",订单,="0",="202603090000011463290270031",,2026-03-02 11:56:23,2026-03-08 16:11:42,2026-03-09 08:41:56,商品保险服务费,-5.69,CNY,应付,2026年3月8日商家结算款,21796493,,,,JD60963425437008490625,支出,20260308,0
="3425437008490625",="10100126030818791023301107",订单,="10209193916961",="202603090000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-02 11:56:23,2026-03-02 11:59:30,2026-03-09 08:41:56,佣金,-23.72,CNY,应付,2026年3月8日商家结算款,21796493,,,,,支出,20260308,1
="3427454008367843",="10100126030918816151817707",订单,="10179244273654",="202603100000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-04 08:02:51,2026-03-04 08:06:08,2026-03-10 08:56:24,货款,895.30,CNY,应收,2026年3月9日商家结算款,21796493,,,,,收入,20260309,1
="3427454008367886",="10100126030918816150526607",订单,="10179244273654",="202603100000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-04 08:05:40,2026-03-04 08:08:45,2026-03-10 08:56:24,佣金,-71.20,CNY,应付,2026年3月9日商家结算款,21796493,,,,,支出,20260309,1
="3432464009938940",="50700126030918805441896707",订单,="0",="202603100000011463290270031",,2026-03-09 10:04:27,2026-03-09 10:04:52,2026-03-10 08:56:24,商品保险服务费,-2.69,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD19314847416625993432464009938940,支出,20260309,0
="3427454008367886",="50700126030918816067966307",订单,="0",="202603100000011463290270031",,2026-03-04 08:05:40,2026-03-09 15:29:39,2026-03-10 08:56:24,商品保险服务费,-2.23,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD60963427454008367886,支出,20260309,0
="3427454008367843",="50700126030918816102894307",订单,="0",="202603100000011463290270031",,2026-03-04 08:02:51,2026-03-09 15:30:42,2026-03-10 08:56:24,商品保险服务费,-2.20,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD60963427454008367843,支出,20260309,0
="3432464009938940",="50700126030918816842390707",非销售单,="0",="202603100000011463290270031",,2026-03-09 10:04:27,2026-03-09 16:08:05,2026-03-10 08:56:24,运费保险服务费,-1.63,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD59993432464009938940,支出,20260309,0
="3432464009938940",="50700126030918816844186207",非销售单,="0",="202603100000011463290270031",,2026-03-09 10:04:27,2026-03-09 16:08:05,2026-03-10 08:56:24,运费保险服务费,-1.25,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD60773432464009938940,支出,20260309,0
="3432457000290745",="50700126030918825745019907",订单,="0",="202603100000011463290270031",,2026-03-09 21:35:08,2026-03-09 21:35:37,2026-03-10 08:56:24,商品保险服务费,-2.11,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD19314847416625993432457000290745,支出,20260309,0
="3427454008367843",="10100126030918816151817907",订单,="10179244273654",="202603100000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-04 08:02:51,2026-03-04 08:06:08,2026-03-10 08:56:24,交易服务费,-5.37,CNY,应付,2026年3月9日商家结算款,21796493,,,,,支出,20260309,1
="3432464009938940",="50700126030918816829966007",订单,="0",="202603100000011463290270031",,2026-03-09 10:04:27,2026-03-09 16:08:05,2026-03-10 08:56:24,商品保险服务费,-0.92,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD50333432464009938940,支出,20260309,0
="3427454008367886",="10100126030918816150526507",订单,="10179244273654",="202603100000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-04 08:05:40,2026-03-04 08:08:45,2026-03-10 08:56:24,货款,890.00,CNY,应收,2026年3月9日商家结算款,21796493,,,,,收入,20260309,1
="3432464009938940",="50700126030918816836146607",订单,="0",="202603100000011463290270031",,2026-03-09 10:04:27,2026-03-09 16:08:06,2026-03-10 08:56:24,商品保险服务费,-3.36,CNY,应付,2026年3月9日商家结算款,21796493,,,,JD50133432464009938940,支出,20260309,0
